Reference Number,Origin City ,Origin State,Origin Zip,Origin Country,Destination City,Destination State,Destination Zip,Destination Country,Pickup Date,Freight Class,Weight,Hazardous,Scac 
SFE3022927,VALENCIA,CA,91355,USA,CARROLLTON,GA,30117,USA,9/16/2011,70,130,FALSE,
FLR3018719,Buena Park,CA,90620,USA,NORTH TRURO,MA,02652,USA,9/16/2011,70,832,FALSE,
ULRD3021388,LA MIRADA,CA,90638,USA,LAREDO,TX,78045,USA,9/16/2011,70,430,FALSE,
SBC3022721,Ventura,CA,93003,USA,HOUSTON,TX,77043,USA,9/16/2011,70,1350,FALSE,
KAS3021803,South El Monte,CA,91733,USA,JACKSONVILLE,FL,32218,USA,9/16/2011,60,770,FALSE,
KAS3021844,South El Monte,CA,91733,USA,NEW CASTLE,PA,16101,USA,9/16/2011,60,290,FALSE,
KAS3022342,South El Monte,CA,91733,USA,MINNEAPOLIS,MN,55420,USA,9/16/2011,60,610,FALSE,
BIR3014018,Ontario,CA,91761,USA,Bessemer,AL,35022,USA,9/16/2011,77.5,889,FALSE,
LBC3014203,LA PUENTE,CA,91744,USA,Chicago,IL,60651,USA,9/16/2011,85,3636,FALSE,
SNOQ5441935,Sante Fe Springs,CA,90670,USA,Kunkletown,PA,18058,USA,9/16/2011,175,152,FALSE,
FVD3019407,RANCHO CUCAMONGA,CA,91730,USA,Collierville,TN,38017-3929,USA,9/16/2011,50,1050,FALSE,
LAC3019695,SHERMAN OAKS,CA,91403,USA,ELIZABETH,NJ,07201,USA,9/16/2011,150,375,FALSE,
LBC3019897,Long Beach,CA,90813,USA,MIAMI,FL,33155,USA,9/16/2011,60,185,FALSE,
SBC3019995,Calexico,CA,92231,USA,South Wellfleet,MA,02667,USA,9/16/2011,85,765,FALSE,
LBC3020024,Compton,CA,90220,USA,San Antonio,TX,78220,USA,9/16/2011,250,210,FALSE,
LBC3020031,Compton,CA,90220,USA,Houston,TX,77262,USA,9/16/2011,250,200,FALSE,
LBC3020042,Compton,CA,90220,USA,Dallas,TX,75234,USA,9/16/2011,250,215,FALSE,
LBC3020046,Compton,CA,90220,USA,Austin,TX,78754,USA,9/16/2011,300,147,FALSE,
LBC3020174,Compton,CA,90220,USA,Omaha,NE,68127,USA,9/16/2011,250,200,FALSE,
KAS3020228,Riverside,CA,92507,USA,HOUSTON,TX,77069,USA,9/16/2011,85,363,FALSE,
KAS3020265,Tustin,CA,92780,USA,Terre Haute,IN,47802,USA,9/16/2011,70,848,FALSE,
LAS3020305,Valencia,CA,91355,USA,Portage,IN,46368,USA,9/16/2011,65,2440,FALSE,
MG3020336,City of Industry,CA,91746,USA,Miami,FL,33186,USA,9/16/2011,65,700,FALSE,
KAS3020344,Tustin,CA,92780,USA,Dayville,CT,06241,USA,9/16/2011,70,789,FALSE,
MER3020354,Cypress,CA,90630,USA,FLUSHING,VA,11373,USA,9/16/2011,60,860,FALSE,
SSI3020631,City of Industry,CA,91746,USA,Reedsville,PA,17084,USA,9/16/2011,55,775,FALSE,
HOU3020709,City of Commerce,CA,90022,USA,KEY WEST,FL,33040,USA,9/16/2011,100,140,FALSE,
FLR3020714,BUENA PARK,CA,90620,USA,AZLE,TX,76020,USA,9/16/2011,70,1868,FALSE,
MG3020850,BALDWIN PARK,CA,91706,USA,AIKEN,SC,29808,USA,9/16/2011,92.5,349,FALSE,
SNOQ5452500,RANCHO DOMINIGUEZ,CA,90220,USA,MOREHEAD CITY,NC,28557,USA,9/16/2011,100,1278,FALSE,
SGA3020938,Sante Fe Springs,CA,90670,USA,Miami,FL,33122,USA,9/16/2011,60,440,FALSE,
SNOQ5452549,RANCHO DOMINIGUEZ,CA,90220,USA,FAYETTEVILLE,NC,28305,USA,9/16/2011,100,932,FALSE,
SNOQ5452575,RANCHO DOMINIGUEZ,CA,90220,USA,CHARLESTON,SC,29418,USA,9/16/2011,100,384,FALSE,
SNOQ5452612,RANCHO DOMINIGUEZ,CA,90220,USA,FORT WALTON BEACH,FL,32548,USA,9/16/2011,100,1092,FALSE,
SNOQ5452682,CHULA VISTA,CA,91914,USA,JACKSONVILLE,FL,32219,USA,9/16/2011,100,2948,FALSE,
MCN2918729,Rancho Dominguez,CA,90221,USA,Plano,IL,60545,USA,9/16/2011,60,1524,FALSE,
MCN2918762,Rancho Dominguez,CA,90221,USA,Eau Claire,WI,54703,USA,9/16/2011,60,1409,FALSE,
SAC3021038,Rancho Cucamonga,CA,91730,USA,HOUSTON,TX,77054,USA,9/16/2011,70,300,FALSE,
HAR3021123,San Marcos,CA,92069,USA,WATERTOWN,CT,06795,USA,9/16/2011,92.5,661,FALSE,
KAS3021196,Corona,CA,92880,USA,West Chicago,IL,60185,USA,9/16/2011,150,210,FALSE,
PSD3021300,Anaheim,CA,92806,USA,Liberty Center,OH,43532,USA,9/16/2011,100,170,FALSE,
10Y3021309,Ontario,CA,91761,USA,Chesterfield,MO,63005,USA,9/16/2011,60,1028,FALSE,
LBC3021328,Paramount,CA,90723,USA,HAGERSTOWN,MD,21740,USA,9/16/2011,77.5,477,FALSE,
MG3021391,Escondido,CA,92029,USA,ATLANTA,GA,30328,USA,9/16/2011,85,350,FALSE,
KAS3021423,Montebello,CA,90640,USA,LOuisville,KY,40208,USA,9/16/2011,150,220,FALSE,
AKS3021481,Hawthorne,CA,90250,USA,Lansing,MI,48906,USA,9/16/2011,70,174,FALSE,
KAS3021596,Redlands,CA,92373,USA,WICHITA,KS,67211,USA,9/16/2011,55,1228,FALSE,
NSH3021604,San Diego,CA,92121,USA,CHARLOTTE,NC,28216,USA,9/16/2011,300,100,FALSE,
FAR3021610,Los Angeles,CA,90023,USA,Eagan,MN,55121,USA,9/16/2011,125,1052,FALSE,
NSH3021620,San Diego,CA,92121,USA,CHICAGO,IL,60640,USA,9/16/2011,300,100,FALSE,
DT3021684,Chino,CA,91710,USA,ALLEN,TX,75013,USA,9/16/2011,70,630,FALSE,
DT3021686,Chino,CA,91710,USA,HOUSTON,TX,77003,USA,9/16/2011,70,1115,FALSE,
SBC3021782,CAMARILLO,CA,93012,USA,Grand Island,NY,14072,USA,9/16/2011,150,231,FALSE,
FAR3022013,SANTA ANA,CA,92703,USA,Plymouth,MN,55441,USA,9/16/2011,60,300,FALSE,
LAC3022021,ONTARIO,CA,91761,USA,NEWBURGH,IN,47630,USA,9/16/2011,125,170,FALSE,
GRR3022033,LOS ANGELES,CA,90021,USA,Grand Rapids,MI,49504,USA,9/16/2011,70,106,FALSE,
SBC3022056,Westlake Village,CA,91361,USA,Mechanicville,NY,12118,USA,9/16/2011,65,230,FALSE,
SBC3022163,CAMARILLO,CA,93012,USA,Lincoln,NE,68521,USA,9/16/2011,150,938,FALSE,
FAR3022176,San Diego,CA,92154,USA,Plymouth,MN,55441,USA,9/16/2011,60,143,FALSE,
DNVSR3022180,Rancho Cucamunga,CA,91730,USA,Catersville,GA,30120,USA,9/16/2011,100,327,FALSE,
DNVSR3022206,Rancho Cucamunga,CA,91730,USA,Rome,GA,30161,USA,9/16/2011,100,317,FALSE,
KAS3022215,Canoga,CA,91304,USA,New Smyma Beach,FL,32168,USA,9/16/2011,70,270,FALSE,
ROS2920267,Chino,CA,91710,USA,Davenport,IA,52806,USA,9/16/2011,250,500,FALSE,
DNVSR3022224,Rancho Cucamunga,CA,91730,USA,Calhoun,GA,30701,USA,9/16/2011,100,374,FALSE,
PDN3022253,Pasadena,CA,91105,USA,Warren,OH,44484,USA,9/16/2011,150,200,FALSE,
FAR3022270,Los Angeles,CA,90021,USA,PHILADELPHIA,PA,19140,USA,9/16/2011,70,246,FALSE,
KAS3022272,City of Industry,CA,91744,USA,BIRMINGHAM,AL,35215,USA,9/16/2011,60,6279,FALSE,
HOU3022275,COMMERCE,CA,90022,USA,HOUSTON,TX,77041,USA,9/16/2011,85,2600,FALSE,
NSH3022280,Canyon Country,CA,91351,USA,Richmond,VA,23294,USA,9/16/2011,85,560,FALSE,
PSD3022294,MONROVIA,CA,91016,USA,JIM THORPE,PA,18229,USA,9/16/2011,60,520,FALSE,
KAS3022318,Rancho Santa Margarita,CA,92688,USA,GRAND PRAIRIE,TX,75050,USA,9/16/2011,55,9271,FALSE,
DT3022341,Fullerton,CA,92831,USA,VALLEY,NE,68064,USA,9/16/2011,70,227,FALSE,
JNWQ5455389,LOS ANGELES,CA,90023,USA,Irmo,SC,29063,USA,9/16/2011,100,459,FALSE,
LAC3022418,Los Angeles,CA,90015,USA,MIAMI,FL,33178,USA,9/16/2011,200,194,FALSE,
RIC3022433,Fontana,CA,92337,USA,Stuart,FL,34997,USA,9/16/2011,92.5,550,FALSE,
KAS3022465,Los Angeles,CA,90040,USA,EL PASO,TX,79936,USA,9/16/2011,65,760,FALSE,
KAS3022471,Santa Ana,CA,92704,USA,ROCHESTER,NY,11463,USA,9/16/2011,55,379,FALSE,
SFWQ5455248,NORTH HOLLYWOOD,CA,91601,USA,RALEIGH,NC,27603,USA,9/16/2011,85,1438,FALSE,
SGA3022503,Norwalk,CA,90650,USA,Punta Gorda,FL,33955,USA,9/16/2011,92.5,262,FALSE,
MMM3022544,Carson,CA,90746,USA,New Berlin,WI,53151,USA,9/16/2011,250,2352,FALSE,
ROS2920692,Chino,CA,91710,USA,Batavia,NY,14020,USA,9/16/2011,250,120,FALSE,
LAC3022629,CHATSWORTH,CA,91311,USA,TAMPA,FL,33647,USA,9/16/2011,92.5,430,FALSE,
MER3022699,Pico rivera,CA,90660,USA,GRAND ISLAND,NE,68803,USA,9/16/2011,175,286,FALSE,
LAC3022707,Los Angeles,CA,90015,USA,HORSESHOE BAY,TX,78657,USA,9/16/2011,200,121,FALSE,
MG3022728,Arcadia,CA,91006,USA,Orange City,FL,32763,USA,9/16/2011,250,914,FALSE,
KAS3022729,Santa Ana,CA,92704,USA,SOUTH  BARRINGTON,IL,60010,USA,9/16/2011,55,117,FALSE,
LBC3022747,Long Beach,CA,90813,USA,MANCHESTER CENTER,VT,05255,USA,9/16/2011,60,770,FALSE,
KAS3022751,Industry,CA,91748,USA,CHICAGO,IL,60639,USA,9/16/2011,70,1196,FALSE,
AEA2920919,Corona,CA,92879,USA,Jacksonville,FL,32206,USA,9/16/2011,60,140,FALSE,
SBC3022765,West Lake Village,CA,91361,USA,HOUSTON,TX,77008,USA,9/16/2011,200,195,FALSE,
LAC3022783,CORONA,CA,92879,USA,BUFFALO,NY,14207,USA,9/16/2011,92.5,785,FALSE,
MCN2920978,Gardena,CA,90249,USA,Flushing,NY,11378,USA,9/16/2011,85,827,FALSE,
LBC3022812,Santa Fe Springs,CA,90670,USA,BRANDYWINE,MD,20613,USA,9/16/2011,70,200,FALSE,
LAC3022818,CORONA,CA,92879,USA,NORMAL,IL,61761,USA,9/16/2011,92.5,1380,FALSE,
FVD3022820,RANCHO CUCAMONGA,CA,91730,USA,MEDLEY,FL,33178-1055,USA,9/16/2011,50,3600,FALSE,
LAC3022843,LOS ANGELES,CA,90023,USA,TOWSON,MD,21204,USA,9/16/2011,200,161,FALSE,
KAS3022858,Escondido,CA,92029,USA,MONROE,NC,28110,USA,9/16/2011,100,320,FALSE,
KAS3022869,Gardena,CA,90249,USA,PIERRE,SD,57501,USA,9/16/2011,70,2543,FALSE,
KAS3022888,San Pedro,CA,90731,USA,Albany,NY,12207,USA,9/16/2011,100,500,FALSE,
KAS3022896,Fullerton,CA,92831,USA,Osceola,IA,50213,USA,9/16/2011,70,1240,FALSE,
AEA2921099,REDONDO BEACH,CA,90278,USA,Roanoke,AL,36274,USA,9/16/2011,150,800,FALSE,
AEA2921104,REDONDO BEACH,CA,90278,USA,Roanoke,AL,36274,USA,9/16/2011,150,800,FALSE,
SBC3022916,Oxnard,CA,93030,USA,HOUSTON,TX,77055,USA,9/16/2011,70,1185,FALSE,
SBC3022937,Oxnard,CA,93030,USA,GREENVILLE,SC,29607,USA,9/16/2011,70,375,FALSE,
GRR3022939,Commerce,CA,90040,USA,Grand Rapids,MI,49548-3438,USA,9/16/2011,85,961,FALSE,
KAS3022941,Garden Grove,CA,92841,USA,St Louis,MO,63141,USA,9/16/2011,70,1500,FALSE,
PSD3022958,Duarte,CA,91010,USA,Youngstown,OH,44501,USA,9/16/2011,125,260,FALSE,
PSD3022966,South El Monte,CA,91733,USA,Von Ormy,TX,78073,USA,9/16/2011,92.5,1600,FALSE,
KAS3022980,Chatsworth,CA,91311,USA,El Paso,TX,79912,USA,9/16/2011,60,962,FALSE,
LBC3022981,Gardena,CA,90248,USA,ONALASKA,WI,54650,USA,9/16/2011,55,200,FALSE,
ROS2921213,City of Industry,CA,91746,USA,Miami,FL,33166,USA,9/16/2011,60,920,FALSE,
KAS3023037,San Diego,CA,92154,USA,CHANTILLY,VA,20151,USA,9/16/2011,70,235,FALSE,
LAC3023053,LOS ANGELES,CA,90015,USA,ORLANDO,FL,32807,USA,9/16/2011,100,370,FALSE,
SBC3023068,Camarillo,CA,93012,USA,Miami,FL,33126,USA,9/16/2011,85,450,FALSE,
SBC3023076,Camarillo,CA,93012,USA,Amarillo,TX,79119,USA,9/16/2011,100,425,FALSE,
NSH3023086,Ponoma,CA,91768,USA,Reading,PA,19606,USA,9/16/2011,70,180,FALSE,
FAR3023094,Anaheim,CA,92802,USA,SEALY,TX,77474,USA,9/16/2011,150,656,FALSE,
SBC3023119,Simi Valley,CA,93065,USA,Plymouth,MN,55441,USA,9/16/2011,85,139,FALSE,
LAC3023135,LOS ANGELES,CA,90021,USA,PAWTUCKET,RI,02860,USA,9/16/2011,100,658,FALSE,
KAS3023146,San Diego,CA,92111,USA,Hamshire,IL,60140,USA,9/16/2011,60,4500,FALSE,
OAK2920489,Otay Mesa,CA,92154,USA,LAREDO,TX,78045,USA,9/16/2011,125,1730,FALSE,
FAR3037555,Duarte,CA,91010,USA,MIAMI,FL,33178,USA,9/16/2011,65,618,FALSE,
DEN3054624,SANTA FE SPRING,CA,90670,USA,Pineville,NC,28134,USA,9/16/2011,100,1047,FALSE,
LBC3019931,Compton,CA,90220,USA,Minneapolis,MN,55413,USA,9/16/2011,250,290,FALSE,
MIN3020994,SANTA FE SPRINGS,CA,90670,USA,Minneapolis,MN,55404,USA,9/16/2011,50,950,FALSE,
KAS3021279,Fullerton,CA,92831,USA,CLAYTON,OH,45315,USA,9/16/2011,60,2365,FALSE,
LBC3020247,SANTA FE SPRINGS,CA,90670,USA,MIDDLE VILLAGE,NY,11379,USA,9/16/2011,100,1080,FALSE,
10Y3020299,El Monte,CA,91731,USA,PLAINFIELD,IN,46168,USA,9/16/2011,125,2919,FALSE,
MER3020383,Riverside,CA,92503,USA,Mount Dora,FL,32757,USA,9/16/2011,175,150,FALSE,
KAS3021958,Santee,CA,92071,USA,PHILADELPHIA,PA,19124,USA,9/16/2011,125,175,FALSE,
KAS3022600,La Mirada,CA,90638,USA,ST. CHARLES,MO,63304,USA,9/16/2011,85,443,FALSE,
KAS3023027,La Mirada,CA,90638,USA,OCONTO,WI,54153,USA,9/16/2011,92.5,6496,FALSE,
KAS3023043,La Mirada,CA,90638,USA,OCONTO,WI,54153,USA,9/16/2011,92.5,2511,FALSE,
SFW2914746,Westlake Village,CA,91361,USA,Chamblee,GA,30341,USA,9/16/2011,55,380,FALSE,
LBC3020361,Compton,CA,90220,USA,HIALEAH,FL,33014,USA,9/16/2011,92.5,1240,FALSE,
LBC3022122,Gardena,CA,90249,USA,Grand Prairie,TX,75050,USA,9/16/2011,65,471,FALSE,
KAS3022928,Orange,CA,92865,USA,PLANO,TX,75023,USA,9/16/2011,55,1080,FALSE,
SBC3023080,Oxnard,CA,93036,USA,ATWATER,MN,56209,USA,9/16/2011,85,405,FALSE,
KAS3020429,Walnut,CA,91789,USA,Woodstock,IL,60098,USA,9/16/2011,92.5,731,FALSE,
KAS3022068,Anaheim,CA,92806,USA,Dover,OH,44622,USA,9/16/2011,50,1000,FALSE,
HUN2920159,National City,CA,91950,USA,Huntsville,AL,35805,USA,9/16/2011,60,1000,FALSE,
SFWQ5449156,Newbury Park,CA,91320,USA,NEW CUMBERLAND,PA,17070,USA,9/16/2011,55,365,FALSE,
SFWQ5449170,Newbury Park,CA,91320,USA,NEW CUMBERLAND,PA,17070,USA,9/16/2011,55,183,FALSE,
SFWQ5449346,Newbury Park,CA,91320,USA,NEW CUMBERLAND,PA,17070,USA,9/16/2011,55,460,FALSE,
SFWQ5449364,Newbury Park,CA,91320,USA,NEW CUMBERLAND,PA,17070,USA,9/16/2011,55,718,FALSE,
LAC3022191,Gardena,CA,90248,USA,Lakewood,OH,44107,USA,9/16/2011,125,564,FALSE,
SFWQ5449440,Newbury Park,CA,91320,USA,NEW CUMBERLAND,PA,17070,USA,9/16/2011,55,196,FALSE,
SFWQ5454596,Newbury Park,CA,91320,USA,NEW CUMBERLAND,PA,17070,USA,9/16/2011,55,355,FALSE,
SFWQ5454525,Newbury Park,CA,91320,USA,NEW CUMBERLAND,PA,17070,USA,9/16/2011,55,149,FALSE,
KAS3020475,Anaheim,CA,92806,USA,Franklin,NC,28734,USA,9/16/2011,125,175,FALSE,
MG3013304,Fullerton,CA,92833,USA,OGLESBY,IL,61348,USA,9/16/2011,60,115,FALSE,
MG3015777,Fullerton,CA,92833,USA,MASPETH,NY,11378,USA,9/16/2011,60,124,FALSE,
MG3016216,Fullerton,CA,92833,USA,JACKSONVILLE,FL,32254,USA,9/16/2011,60,112,FALSE,
PDN3018985,Pasadena,CA,91103,USA,SAINT LOUIS,MO,63130,USA,9/16/2011,65,225,FALSE,
SSI3019167,SANTA ANA,CA,92704,USA,BOWLING GREEN,KY,42101,USA,9/16/2011,55,3595,FALSE,
RNO3020080,Corona,CA,92879,USA,Houston,TX,77075,USA,9/16/2011,85,895,FALSE,
RNO3020087,Corona,CA,92879,USA,Houston,TX,77072,USA,9/16/2011,85,570,FALSE,
PDN3020430,Pasadena,CA,91103,USA,QUINCY,IL,62301,USA,9/16/2011,65,230,FALSE,
SSI3021282,CHATSWORTH,CA,91311,USA,Cleveland,OH,44114,USA,9/16/2011,250,330,FALSE,
SSI3022236,LONG BEACH,CA,90810,USA,Cincinnati,OH,45241,USA,9/16/2011,70,1902,FALSE,
KAS3022321,SAN DIEGO,CA,92123,USA,INDIANAPOLIS,IN,46268,USA,9/16/2011,60,1525,FALSE,
KAS3022365,Escondido,CA,92029,USA,CHESAPEAKE,VA,23323,USA,9/16/2011,100,380,FALSE,
MER3022423,Sante Fe Springs,CA,90670,USA,miami,FL,33142,USA,9/16/2011,100,275,FALSE,
SSI3022595,LONG BEACH,CA,90810,USA,Cincinnati,OH,45241,USA,9/16/2011,70,476,FALSE,
MER3022454,Sante Fe Springs,CA,90670,USA,AUSTIN,TX,78744,USA,9/16/2011,150,130,FALSE,
ULRD3020389,"Irvine,",CA,92614,USA,LAREDO,TX,78045,USA,9/16/2011,60,2820,FALSE,
LAS3020443,Tustin,CA,92780,USA,Deptford,NJ,08096,USA,9/16/2011,85,264,FALSE,
KAS3021474,Compton,CA,90220,USA,HATFIELD,MA,01038,USA,9/16/2011,85,305,FALSE,
PSD3021566,GLENDALEQ,CA,91201,USA,MIAMI,FL,33186,USA,9/16/2011,150,174,FALSE,
MER3022026,RIVERSIDE,CA,92507,USA,Duck,NC,27949,USA,9/16/2011,85,800,FALSE,
MER3022296,RIVERSIDE,CA,92507,USA,Manassas,VA,20110,USA,9/16/2011,85,800,FALSE,
LAC3022554,Gardena,CA,90248,USA,East Hartford,CT,06108,USA,9/16/2011,125,1248,FALSE,
LBC3022670,Vernon,CA,90058,USA,HOUSTON,TX,77043,USA,9/16/2011,150,725,FALSE,
LBC3022742,Vernon,CA,90058,USA,EL PASO,TX,79922,USA,9/16/2011,60,156,FALSE,
MER3022238,Ontario,CA,91761,USA,DALLAS,TX,75247,USA,9/16/2011,92.5,894,FALSE,
KAS3019114,San Diego,CA,92154,USA,Riviera Beach,FL,33404,USA,9/16/2011,55,1100,FALSE,
NSH3020262,Temecula,CA,92590,USA,Lincolnwood,IL,60712,USA,9/16/2011,70,204,FALSE,
KAS3020378,San Diego,CA,92154,USA,Naples,FL,34104,USA,9/16/2011,55,1900,FALSE,
KAS3021721,Chino,CA,91710,USA,Bloomingdale,IL,60108,USA,9/16/2011,60,1060,FALSE,
KAS2919773,Corona,CA,92880,USA,WEst Hartford,CT,06117,USA,9/16/2011,92.5,100,FALSE,
KAS3022746,COMPTON,CA,90220,USA,WEST PALM BEACH,FL,33413,USA,9/16/2011,65,890,FALSE,
KAS3022828,Santee,CA,92071-4448,USA,Verona,WI,53593,USA,9/16/2011,150,1770,FALSE,
HCG2917881,WHITTIER,CA,90601,USA,Newcastle,ME,04553,USA,9/16/2011,150,1601,FALSE,
ULRD3020304,BREA,CA,92821,USA,Laredo,TX,78045,USA,9/16/2011,77.5,609,FALSE,
SGA3020633,Cerritos,CA,90703,USA,Cleveland,OH,44128,USA,9/16/2011,65,565,FALSE,
LBC3021718,Torrance,CA,90502,USA,Miami,FL,33122,USA,9/16/2011,55,3375,FALSE,
KAS3021730,CARLSBAD,CA,92009,USA,FARMINGTON Hills,MI,48331,USA,9/16/2011,150,1170,FALSE,
KAS3022672,Corona,CA,92879,USA,NORTHWOOD,ND,58267,USA,9/16/2011,85,405,FALSE,
LAC3022931,Gardena,CA,90248,USA,Blacksburg,VA,24060,USA,9/16/2011,125,602,FALSE,
SAC3012659,Long Beach,CA,90815,USA,LINCOLN,NE,68521,USA,9/16/2011,65,926,FALSE,
KAS3021290,San Clemente,CA,92672,USA,Salem,VA,24153,USA,9/16/2011,92.5,168,FALSE,
LBC3021814,RANCHO CUCAMONGA,CA,91730,USA,RIDGEWAY,SC,29130,USA,9/16/2011,92.5,993,FALSE,
NH2919806,Escondido,CA,92029,USA,Manchester,NH,03102,USA,9/16/2011,50,2200,FALSE,
PSD3022326,El Monte,CA,91731,USA,NEWTOWN,PA,18940,USA,9/16/2011,92.5,300,FALSE,
LAC3023033,Gardena,CA,90248,USA,Indianapolis,IN,46203,USA,9/16/2011,125,1872,FALSE,
LAC3023113,SANTA FE SPRINGS,CA,90670,USA,NORCROSS,GA,30071,USA,9/16/2011,60,489,FALSE,
PIT3018030,Carson,CA,90746,USA,Pittsburgh,PA,15213,USA,9/16/2011,60,300,FALSE,
MG3023286,Irvine,CA,92606,USA,SELLERSBURG,IN,47172,USA,9/18/2011,150,485,FALSE,
FSD3026158,SANTA FE SPRINGS,CA,90670,USA,Yankton,SD,57078,USA,9/19/2011,85,200,FALSE,
SJO3025654,North Hollywood,CA,91605,USA,NEW YORK,NY,10029,USA,9/19/2011,60,600,FALSE,
SFE3026223,Irvine,CA,92614,USA,FARMINGTON,MI,48331,USA,9/19/2011,250,1075,FALSE,
SBC3025974,VENTURA,CA,93003,USA,Kennesaw,GA,30144,USA,9/19/2011,55,642,FALSE,
GBWQ5458666,PICO RIVERA,CA,90660-1430,USA,Hobart,WI,54155,USA,9/19/2011,250,350,FALSE,
SGA3024386,Chino,CA,91710,USA,Cumming,GA,30041,USA,9/19/2011,70,3300,FALSE,
ULRD3025225,GARDEN GROVE,CA,92841,USA,Laredo,TX,78045,USA,9/19/2011,60,252,FALSE,
KAS3024897,South El Monte,CA,91733,USA,NEW ORLEANS,IL,70118,USA,9/19/2011,60,390,FALSE,
LBC3025829,LOS ANGELES,CA,90061,USA,WAUKESHA,WI,53188,USA,9/19/2011,65,324,FALSE,
MER3017213,Pacoima,CA,91331,USA,Loxahatchee,FL,33470,USA,9/19/2011,85,200,FALSE,
PSD3017240,SANTA FE SPRINGS,CA,90670,USA,LAREDO,TX,78040,USA,9/19/2011,50,5047,FALSE,
10Y3017362,LOS ANGELES,CA,90058,USA,BETTENDORF,IA,52722,USA,9/19/2011,85,940,FALSE,
10Y3017385,Vernon,CA,90058,USA,BETTENDORF,IA,52722,USA,9/19/2011,85,970,FALSE,
GRR3018999,Valencia,CA,91355,USA,Nashville,TN,37210,USA,9/19/2011,70,312,FALSE,
KAS3019086,TORRANCE,CA,90501,USA,BOERNE,TX,78006,USA,9/19/2011,125,851,FALSE,
ULRD3019654,CITY OF INDUSTRY,CA,91746,USA,EL PASO,TX,79936,USA,9/19/2011,60,3735,FALSE,
SAC3020394,Rancho Cucamonga,CA,91730,USA,TARPON SPRINGS,FL,34689,USA,9/19/2011,70,300,FALSE,
PSD3022083,El Monte,CA,91731,USA,WHITEHOUSE,TX,75791,USA,9/19/2011,125,600,FALSE,
HOU3022734,Paramount,CA,90723,USA,Houston,TX,77011,USA,9/19/2011,100,2475,FALSE,
SSI3022944,Placentia,CA,92870,USA,Orlando,FL,32803,USA,9/19/2011,55,305,FALSE,
KAS3023124,Temecula,CA,92590,USA,FARMINGDALE,NY,11735,USA,9/19/2011,85,525,FALSE,
JNWQ5457382,LA VERNE,CA,91750,USA,FREDERICK,MD,21704,USA,9/19/2011,150,388,FALSE,
WES3023784,BALDWIN PARK,CA,91706,USA,Deer Park,NJ,11729,USA,9/19/2011,85,435,FALSE,
SGA3023896,Chino,CA,91710,USA,Mac Dill,FL,33621,USA,9/19/2011,85,324,FALSE,
SBC3023946,MOORPARK,CA,93021,USA,SHELBY,IA,51570,USA,9/19/2011,150,512,FALSE,
SBC3023993,MOORPARK,CA,93021,USA,PLANO,IL,60545,USA,9/19/2011,150,1092,FALSE,
ILS3024033,Mentone,CA,92359,USA,Lenexa,KS,66215-1300,USA,9/19/2011,60,1372,FALSE,
SBC3024044,MOORPARK,CA,93021,USA,EAU CLAIRE,WI,54703,USA,9/19/2011,150,1094,FALSE,
ILS3024045,Mentone,CA,92359,USA,West Berlin,NJ,08091-2416,USA,9/19/2011,60,1372,FALSE,
AUG3024056,South El Monte,CA,91733,USA,Greer,SC,29651,USA,9/19/2011,55,763,FALSE,
SGA3024075,CANOGA PARK,CA,91304,USA,WINTERVILLE,NC,28590,USA,9/19/2011,85,350,FALSE,
PDN3024095,Pasadena,CA,91105,USA,Columbus,OH,43213,USA,9/19/2011,150,400,FALSE,
PDN3024160,Pasadena,CA,91105,USA,Wedowee,AL,36278,USA,9/19/2011,150,200,FALSE,
SBC3024230,SUN VALLEY,CA,91352,USA,DALTON,GA,30721,USA,9/19/2011,85,100,FALSE,
KAS3024235,Ontario,CA,91761,USA,Springfield,MO,65803,USA,9/19/2011,55,2300,FALSE,
KAS3024311,Cerritos,CA,90703-1842,USA,Archdale,NC,27263,USA,9/19/2011,85,400,FALSE,
MCL3024356,Paramount,CA,90723,USA,North Bergen,NJ,07047,USA,9/19/2011,100,3072,FALSE,
LAC3024442,CULVER CITY,CA,90230,USA,MARLBOROUGH,NH,03455,USA,9/19/2011,125,216,FALSE,
FAR3024445,ONTARIO,CA,91762,USA,OMAHA,NE,68138,USA,9/19/2011,50,1000,FALSE,
PSD3024588,Arcadia,CA,91006,USA,MCALLEN,TX,78501,USA,9/19/2011,85,2460,FALSE,
SBC3024684,VENTURA,CA,93003,USA,JACKSONVILLE,FL,32219,USA,9/19/2011,70,180,FALSE,
SEA3024717,Anaheim,CA,92806,USA,MANASSAS,VA,20111,USA,9/19/2011,150,130,FALSE,
DEN3024723,Cypress,CA,90630,USA,Laredo,TX,78045,USA,9/19/2011,70,5729,FALSE,
NH2922895,Paramount,CA,90723,USA,Malden,MA,02148,USA,9/19/2011,50,258,FALSE,
PSD3024765,Azusa,CA,91702,USA,MADISON,WI,53711,USA,9/19/2011,250,2000,FALSE,
SBL3024791,Holtville,CA,92250,USA,Aurora,IL,60502,USA,9/19/2011,85,350,FALSE,
MMM3024821,Irwindale,CA,91009,USA,Rochester,NY,14606,USA,9/19/2011,70,500,FALSE,
KAS3024836,Santa Ana,CA,92704,USA,ROLLA,MO,65401,USA,9/19/2011,55,6744,FALSE,
FLR3024872,MISSION VIEJO,CA,92691,USA,Pembroke,MA,02359,USA,9/19/2011,70,785,FALSE,
